crew_roster_id,flight_id,aircraft_id,crew_id,crew_role,duty_start_time,duty_end_time,base_airport,duty_status
CR0000866,FL0001352,AC00064,CREW1772,Cabin Manager,2026-06-02 09:14:25,2026-06-02 21:55:25,YYZ,Completed
CR0000867,FL0000614,AC00074,CREW1763,Cabin Crew,2026-05-28 12:30:48,2026-05-28 19:45:48,BOM,Assigned
CR0000868,FL0000271,AC00058,CREW1117,Cabin Manager,2026-05-30 03:50:36,2026-05-30 07:18:36,MEL,Completed
CR0000869,FL0000852,AC00026,CREW1063,Cabin Crew,2026-06-25 12:43:53,2026-06-25 21:54:53,MAD,Completed
CR0000870,FL0001258,AC00046,CREW1772,Cabin Crew,2026-05-06 08:52:23,2026-05-06 11:02:23,DOH,Completed
CR0000871,FL0001942,AC00071,CREW1453,Maintenance Observer,2026-03-16 19:48:16,2026-03-17 00:47:16,DXB,Completed
CR0000872,FL0001780,AC00030,CREW1447,Captain,2026-06-19 10:16:42,2026-06-19 22:22:42,DOH,Completed
CR0000873,FL0000066,AC00067,CREW1457,Captain,2026-01-01 08:55:15,2026-01-01 12:43:15,DOH,Completed
CR0000874,FL0000286,AC00041,CREW1148,Maintenance Observer,2026-03-15 03:57:22,2026-03-15 09:37:22,DOH,Completed
CR0000875,FL0001849,AC00011,CREW1300,Captain,2026-05-13 21:56:19,2026-05-14 00:08:19,PNQ,Completed
CR0000876,FL0000326,AC00043,CREW1473,Maintenance Observer,2026-02-25 13:15:29,2026-02-25 18:32:29,YYZ,Completed
CR0000877,FL0001371,AC00049,CREW1187,Cabin Manager,2026-04-02 17:38:15,2026-04-02 22:26:15,SFO,Completed
CR0000878,FL0001851,AC00069,CREW1149,Cabin Crew,2026-04-19 18:41:54,2026-04-19 22:28:54,COK,Assigned
CR0000879,FL0000359,AC00050,CREW1725,Captain,2026-02-26 03:26:41,2026-02-26 08:08:41,SYD,Assigned
CR0000880,FL0001528,AC00011,CREW1678,First Officer,2026-05-21 15:24:57,2026-05-21 17:30:57,HKG,Completed
CR0000881,FL0000157,AC00010,CREW1452,Cabin Crew,2026-01-30 06:38:01,2026-01-30 16:40:01,NRT,Completed
CR0000882,FL0000668,AC00012,CREW1448,First Officer,2026-03-16 15:38:04,2026-03-16 17:03:04,BKK,Completed
CR0000883,FL0000037,AC00049,CREW1739,Captain,2026-03-19 07:38:21,2026-03-19 16:13:21,COK,Completed
CR0000884,FL0001841,AC00020,CREW1040,Cabin Manager,2026-01-08 03:26:01,2026-01-08 09:52:01,COK,Completed
CR0000885,FL0001534,AC00024,CREW1049,Cabin Crew,2026-06-16 01:35:59,2026-06-16 12:20:59,MEL,Assigned
CR0000886,FL0001363,AC00038,CREW1308,Cabin Crew,2026-02-25 23:49:56,2026-02-26 13:52:56,IST,Completed
CR0000887,FL0000701,AC00074,CREW1548,First Officer,2026-04-21 17:01:22,2026-04-22 03:00:22,AUH,Completed
CR0000888,FL0001369,AC00061,CREW1730,Maintenance Observer,2026-01-12 07:28:21,2026-01-12 10:45:21,SYD,Completed
CR0000889,FL0001846,AC00047,CREW1341,Captain,2026-05-07 01:13:21,2026-05-07 09:54:21,KUL,Completed
CR0000890,FL0000757,AC00005,CREW1352,Maintenance Observer,2026-03-30 21:47:46,2026-03-31 07:08:46,SFO,Assigned
CR0000891,FL0000959,AC00072,CREW1169,Cabin Crew,2026-03-22 22:57:39,2026-03-23 05:40:39,NRT,Assigned
CR0000892,FL0000453,AC00026,CREW1067,First Officer,2026-06-01 23:08:36,2026-06-02 07:12:36,AMS,Completed
CR0000893,FL0000152,AC00014,CREW1249,Captain,2026-04-27 13:29:31,2026-04-27 15:17:31,IXR,Assigned
CR0000894,FL0001364,AC00009,CREW1358,Cabin Crew,2026-04-17 05:30:07,2026-04-17 16:06:07,AMS,Completed
CR0000895,FL0001328,AC00077,CREW1184,Cabin Manager,2026-01-19 07:55:23,2026-01-19 11:22:23,DOH,Completed
CR0000896,FL0001901,AC00032,CREW1411,Maintenance Observer,2026-05-07 20:50:13,2026-05-08 10:41:13,BKK,Completed
CR0000897,FL0001997,AC00074,CREW1015,Captain,2026-01-29 23:01:41,2026-01-30 07:01:41,MEL,Completed
CR0000898,FL0001353,AC00026,CREW1457,Maintenance Observer,2026-05-14 07:25:07,2026-05-14 10:29:07,IXR,Completed
CR0000899,FL0000894,AC00077,CREW1451,Captain,2026-03-13 13:19:58,2026-03-13 23:55:58,GOI,Completed
CR0000900,FL0001201,AC00043,CREW1533,Captain,2026-01-27 16:17:12,2026-01-28 03:22:12,AMD,Completed
CR0000901,FL0001154,AC00040,CREW1440,Cabin Crew,2026-04-06 07:57:50,2026-04-06 17:03:50,SYD,Assigned
CR0000902,FL0000218,AC00066,CREW1743,First Officer,2026-01-27 18:30:50,2026-01-27 21:27:50,GOI,Completed
CR0000903,FL0001348,AC00069,CREW1796,Maintenance Observer,2026-06-17 08:18:22,2026-06-17 17:36:22,PAT,Completed
CR0000904,FL0000064,AC00068,CREW1035,Maintenance Observer,2026-03-25 13:55:46,2026-03-26 03:18:46,PNQ,Completed
CR0000905,FL0000024,AC00052,CREW1064,Cabin Crew,2026-01-07 14:14:42,2026-01-07 22:43:42,KUL,Completed
CR0000906,FL0000560,AC00007,CREW1183,Maintenance Observer,2026-01-20 01:13:46,2026-01-20 06:46:46,MAA,Assigned
CR0000907,FL0000035,AC00020,CREW1523,First Officer,2026-03-10 06:18:14,2026-03-10 16:14:14,YYZ,Standby
CR0000908,FL0000298,AC00015,CREW1349,Cabin Manager,2026-04-21 06:28:21,2026-04-21 18:27:21,AMS,Completed
CR0000909,FL0000938,AC00030,CREW1486,First Officer,2026-01-23 17:16:16,2026-01-23 19:23:16,MAA,Assigned
CR0000910,FL0000444,AC00077,CREW1291,Cabin Crew,2026-02-22 18:42:26,2026-02-22 22:21:26,HKG,Completed
CR0000911,FL0001507,AC00023,CREW1231,Captain,2026-01-31 14:40:20,2026-02-01 02:13:20,DEL,Completed
CR0000912,FL0001587,AC00066,CREW1681,Cabin Manager,2026-01-16 12:10:10,2026-01-16 14:17:10,IST,Completed
CR0000913,FL0000753,AC00043,CREW1080,Cabin Manager,2026-05-26 04:55:22,2026-05-26 11:30:22,CCU,Completed
CR0000914,FL0001068,AC00014,CREW1727,Maintenance Observer,2026-02-07 06:04:18,2026-02-07 07:54:18,MAD,Completed
CR0000915,FL0001243,AC00001,CREW1526,Cabin Crew,2026-03-21 05:01:00,2026-03-21 16:27:00,COK,Assigned
CR0000916,FL0000914,AC00062,CREW1795,First Officer,2026-02-23 14:56:56,2026-02-23 17:27:56,ORD,Completed
CR0000917,FL0001715,AC00031,CREW1451,Captain,2026-01-14 16:16:27,2026-01-15 02:16:27,GOI,Completed
CR0000918,FL0000288,AC00077,CREW1780,Cabin Manager,2026-05-26 14:19:44,2026-05-26 21:22:44,IXR,Assigned
CR0000919,FL0000517,AC00067,CREW1134,Maintenance Observer,2026-02-08 10:25:25,2026-02-08 12:01:25,LHR,Completed
CR0000920,FL0000309,AC00059,CREW1124,Captain,2026-05-27 05:21:39,2026-05-27 09:16:39,AMS,Completed
CR0000921,FL0000172,AC00074,CREW1111,Cabin Crew,2026-04-09 18:40:38,2026-04-09 21:25:38,BLR,Assigned
CR0000922,FL0001976,AC00030,CREW1710,Captain,2026-03-24 14:08:09,2026-03-24 22:20:09,PAT,Completed
CR0000923,FL0000970,AC00062,CREW1448,Cabin Manager,2026-05-01 19:04:11,2026-05-01 22:19:11,LHR,Completed
CR0000924,FL0001046,AC00008,CREW1152,Maintenance Observer,2026-01-27 19:21:57,2026-01-27 22:39:57,MEL,Completed
CR0000925,FL0001978,AC00009,CREW1492,Maintenance Observer,2026-05-07 23:22:51,2026-05-08 12:32:51,LHR,Completed
CR0000926,FL0000461,AC00008,CREW1080,Cabin Crew,2026-06-29 08:14:56,2026-06-29 15:13:56,BKK,Completed
CR0000927,FL0001737,AC00047,CREW1651,Cabin Manager,2026-05-11 11:27:23,2026-05-11 15:26:23,YVR,Assigned
CR0000928,FL0000928,AC00071,CREW1097,Captain,2026-05-08 04:07:23,2026-05-08 15:02:23,BKK,Completed
CR0000929,FL0001520,AC00055,CREW1463,Maintenance Observer,2026-03-16 00:46:09,2026-03-16 04:15:09,LHR,Completed
CR0000930,FL0000820,AC00050,CREW1102,Captain,2026-02-01 01:05:40,2026-02-01 13:07:40,SFO,Assigned
CR0000931,FL0001566,AC00013,CREW1545,Captain,2026-02-27 20:17:34,2026-02-28 08:59:34,PAT,Completed
CR0000932,FL0000051,AC00063,CREW1329,Captain,2026-01-25 05:54:46,2026-01-25 15:08:46,HKG,Completed
CR0000933,FL0001326,AC00070,CREW1668,Maintenance Observer,2026-05-09 18:35:12,2026-05-10 05:01:12,BLR,Completed
CR0000934,FL0000662,AC00079,CREW1513,Cabin Crew,2026-01-10 08:45:42,2026-01-10 12:53:42,FRA,Assigned
CR0000935,FL0000700,AC00013,CREW1398,Captain,2026-05-12 13:49:00,2026-05-12 22:30:00,HKG,Completed
CR0000936,FL0000862,AC00070,CREW1124,First Officer,2026-03-20 11:39:11,2026-03-20 17:03:11,AMD,Standby
CR0000937,FL0000903,AC00001,CREW1433,Maintenance Observer,2026-05-18 16:58:55,2026-05-18 19:48:55,HKG,Assigned
CR0000938,FL0001974,AC00028,CREW1243,Maintenance Observer,2026-01-19 19:24:33,2026-01-20 01:37:33,BBI,Assigned
CR0000939,FL0001637,AC00061,CREW1005,Cabin Crew,2026-03-08 02:11:57,2026-03-08 08:02:57,BLR,Completed
CR0000940,FL0000105,AC00029,CREW1396,First Officer,2026-06-22 12:26:36,2026-06-22 15:01:36,DOH,Completed
CR0000941,FL0001851,AC00069,CREW1015,Captain,2026-04-19 18:41:54,2026-04-19 22:28:54,COK,Completed
CR0000942,FL0001337,AC00074,CREW1138,Captain,2026-03-25 04:11:46,2026-03-25 14:46:46,YVR,Assigned
CR0000943,FL0000308,AC00056,CREW1186,Cabin Crew,2026-06-01 04:02:52,2026-06-01 05:44:52,AMD,Standby
CR0000944,FL0001616,AC00045,CREW1701,First Officer,2026-01-16 11:00:50,2026-01-17 00:06:50,FRA,Completed
CR0000945,FL0000876,AC00046,CREW1186,Cabin Manager,2026-01-03 04:02:45,2026-01-03 13:36:45,IXR,Completed
CR0000946,FL0000602,AC00032,CREW1582,First Officer,2026-03-13 06:42:59,2026-03-13 16:16:59,YYZ,Completed
CR0000947,FL0000853,AC00022,CREW1424,Cabin Crew,2026-06-13 05:08:54,2026-06-13 10:27:54,MAD,Completed
CR0000948,FL0000213,AC00076,CREW1249,Maintenance Observer,2026-05-25 16:34:33,2026-05-26 04:32:33,AUH,Completed
CR0000949,FL0001976,AC00030,CREW1736,Maintenance Observer,2026-03-24 14:08:09,2026-03-24 22:20:09,PAT,Completed
CR0000950,FL0001722,AC00062,CREW1236,Cabin Crew,2026-03-14 13:34:20,2026-03-14 14:41:20,HYD,Completed
CR0000951,FL0000311,AC00041,CREW1677,Captain,2026-06-04 01:10:19,2026-06-04 13:52:19,NRT,Completed
CR0000952,FL0000470,AC00072,CREW1186,Captain,2026-03-03 08:31:42,2026-03-03 11:41:42,MEL,Completed
CR0000953,FL0000024,AC00052,CREW1715,Cabin Crew,2026-01-07 14:14:42,2026-01-07 22:43:42,KUL,Assigned
CR0000954,FL0001956,AC00062,CREW1710,Cabin Crew,2026-01-10 23:52:21,2026-01-11 10:45:21,NRT,Completed
CR0000955,FL0001539,AC00079,CREW1415,First Officer,2026-06-07 07:27:49,2026-06-07 15:06:49,AMS,Assigned
CR0000956,FL0000171,AC00059,CREW1785,Maintenance Observer,2026-01-13 02:57:08,2026-01-13 09:49:08,DXB,Assigned
CR0000957,FL0001805,AC00040,CREW1193,First Officer,2026-04-09 13:41:53,2026-04-09 19:21:53,GOI,Completed
CR0000958,FL0000240,AC00031,CREW1589,First Officer,2026-02-13 10:32:11,2026-02-13 20:36:11,YVR,Completed
CR0000959,FL0000029,AC00078,CREW1023,Captain,2026-06-13 05:10:38,2026-06-13 16:27:38,JAI,Assigned
CR0000960,FL0001035,AC00022,CREW1249,First Officer,2026-05-19 01:47:13,2026-05-19 04:39:13,JFK,Completed
CR0000961,FL0000114,AC00004,CREW1033,Maintenance Observer,2026-01-18 00:22:45,2026-01-18 10:51:45,PNQ,Completed
CR0000962,FL0000561,AC00022,CREW1486,First Officer,2026-06-22 11:05:00,2026-06-22 22:35:00,DEL,Completed
CR0000963,FL0001420,AC00060,CREW1370,Maintenance Observer,2026-02-27 10:28:06,2026-02-27 11:48:06,HYD,Assigned
CR0000964,FL0000674,AC00062,CREW1339,First Officer,2026-03-19 14:42:10,2026-03-20 00:19:10,MAA,Assigned
CR0000965,FL0000809,AC00039,CREW1156,Cabin Manager,2026-03-11 20:46:16,2026-03-12 08:40:16,CCU,Completed
CR0000966,FL0000446,AC00029,CREW1044,Cabin Crew,2026-03-25 05:11:52,2026-03-25 14:48:52,MEL,Completed
CR0000967,FL0001400,AC00066,CREW1796,Maintenance Observer,2026-06-29 18:11:30,2026-06-30 02:34:30,DEL,Assigned
CR0000968,FL0000869,AC00040,CREW1485,Cabin Crew,2026-06-21 21:31:52,2026-06-22 02:28:52,ORD,Completed
CR0000969,FL0000026,AC00027,CREW1488,First Officer,2026-04-14 08:36:18,2026-04-14 11:19:18,YYZ,Completed
CR0000970,FL0000280,AC00004,CREW1638,Captain,2026-02-01 07:00:56,2026-02-01 19:46:56,BOM,Completed
CR0000971,FL0000260,AC00004,CREW1066,Captain,2026-03-18 03:10:10,2026-03-18 12:18:10,AMS,Completed
CR0000972,FL0001404,AC00059,CREW1288,Captain,2026-05-13 23:41:58,2026-05-14 03:47:58,NRT,Completed
CR0000973,FL0000926,AC00045,CREW1563,First Officer,2026-06-28 10:49:55,2026-06-28 20:17:55,NRT,Completed
CR0000974,FL0000949,AC00063,CREW1410,Captain,2026-03-08 13:33:48,2026-03-08 23:16:48,AMD,Completed
CR0000975,FL0000990,AC00009,CREW1395,Maintenance Observer,2026-04-07 18:01:23,2026-04-08 06:17:23,CDG,Completed
CR0000976,FL0000057,AC00012,CREW1508,Captain,2026-02-08 10:16:49,2026-02-08 11:43:49,AMS,Completed
CR0000977,FL0001168,AC00009,CREW1597,Cabin Crew,2026-03-26 22:39:04,2026-03-27 02:37:04,PAT,Standby
CR0000978,FL0001276,AC00026,CREW1676,Cabin Crew,2026-05-18 17:59:03,2026-05-19 02:56:03,BLR,Completed
CR0000979,FL0001392,AC00077,CREW1486,Cabin Crew,2026-05-27 10:27:01,2026-05-27 13:57:01,MAA,Completed
CR0000980,FL0000061,AC00063,CREW1455,Captain,2026-04-14 05:19:15,2026-04-14 08:30:15,HKG,Completed
CR0000981,FL0000076,AC00037,CREW1180,First Officer,2026-03-08 17:22:30,2026-03-09 01:44:30,PAT,Completed
CR0000982,FL0000003,AC00039,CREW1748,Cabin Manager,2026-04-15 11:59:45,2026-04-15 13:53:45,YYZ,Completed
CR0000983,FL0000652,AC00019,CREW1632,First Officer,2026-06-21 05:32:17,2026-06-21 12:31:17,MAA,Completed
CR0000984,FL0001488,AC00067,CREW1079,First Officer,2026-01-25 01:53:02,2026-01-25 07:04:02,HKG,Completed
CR0000985,FL0000418,AC00009,CREW1459,Captain,2026-06-21 16:37:58,2026-06-21 21:34:58,DXB,Completed
CR0000986,FL0000867,AC00005,CREW1690,Maintenance Observer,2026-02-07 22:30:19,2026-02-08 06:26:19,CDG,Completed
CR0000987,FL0001174,AC00069,CREW1642,Cabin Manager,2026-05-15 08:09:22,2026-05-15 17:53:22,PAT,Completed
CR0000988,FL0000422,AC00047,CREW1130,Cabin Crew,2026-04-26 04:11:49,2026-04-26 07:11:49,BBI,Completed
CR0000989,FL0000293,AC00007,CREW1419,Captain,2026-02-01 20:52:18,2026-02-02 01:44:18,COK,Standby
CR0000990,FL0001250,AC00064,CREW1446,Cabin Manager,2026-06-26 18:31:16,2026-06-27 04:06:16,NRT,Completed
CR0000991,FL0001001,AC00023,CREW1739,Cabin Manager,2026-06-22 13:59:28,2026-06-22 16:17:28,IST,Completed
CR0000992,FL0000060,AC00035,CREW1172,Cabin Crew,2026-03-10 15:47:27,2026-03-11 04:37:27,SFO,Assigned
CR0000993,FL0001977,AC00023,CREW1639,First Officer,2026-02-16 12:53:34,2026-02-16 19:20:34,LHR,Completed
CR0000994,FL0000128,AC00069,CREW1095,Captain,2026-02-25 22:40:47,2026-02-26 03:09:47,YYZ,Completed
CR0000995,FL0001835,AC00049,CREW1769,Cabin Crew,2026-01-01 22:31:45,2026-01-02 01:33:45,CDG,Completed
CR0000996,FL0000146,AC00046,CREW1428,Maintenance Observer,2026-05-10 03:50:25,2026-05-10 13:10:25,LKO,Assigned
CR0000997,FL0000563,AC00030,CREW1556,Cabin Manager,2026-06-04 12:05:57,2026-06-04 17:51:57,IST,Completed
CR0000998,FL0000815,AC00058,CREW1790,Captain,2026-01-04 12:20:35,2026-01-04 21:06:35,ZRH,Completed
CR0000999,FL0001654,AC00031,CREW1723,Cabin Manager,2026-02-23 15:25:46,2026-02-24 02:06:46,YVR,Completed
CR0001000,FL0001563,AC00053,CREW1346,First Officer,2026-04-07 12:53:19,2026-04-07 20:40:19,IXR,Completed
